Country,CountryCode,Lat,Long,Density,Population,Date,Count
Panama,P02,8.538,-80.7821,58,4300667,18/03/2020,86
Papua New Guinea,P03,-6.315,143.9555,20,8911530,18/03/2020,0
Paraguay,P04,-23.4425,-58.4438,18,7114524,18/03/2020,11
Peru,P05,-9.19,-75.0152,26,32876986,18/03/2020,145
Philippines,P06,13,122,368,109280343,18/03/2020,202
Poland,P07,51.9194,19.1451,124,37854825,18/03/2020,251
Portugal,P08,39.3999,-8.2245,111,10202571,18/03/2020,448
Qatar,Q01,25.3548,51.1839,248,2870922,18/03/2020,452
Romania,R01,45.9432,24.9668,84,19262731,18/03/2020,260
Russia,R02,60,90,9,145922010,18/03/2020,147
Rwanda,R03,-1.9403,29.8739,525,12883878,18/03/2020,8
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,18/03/2020,0
Saint Lucia,S02,13.9094,-60.9789,301,183458,18/03/2020,2
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,18/03/2020,1
San Marino,S04,43.9424,12.4578,566,33917,18/03/2020,119
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,18/03/2020,0
Saudi Arabia,S06,24,45,16,34701377,18/03/2020,171
Senegal,S07,14.4974,-14.4524,87,16649599,18/03/2020,31
Serbia,S08,44.0165,21.0059,100,8744288,18/03/2020,83
Seychelles,S09,-4.6796,55.492,214,98224,18/03/2020,4
Sierra Leone,S10,8.460555,-11.779889,111,7942879,18/03/2020,0
Singapore,S11,1.2833,103.8333,8358,5840996,18/03/2020,313
Slovakia,S12,48.669,19.699,114,5459116,18/03/2020,105
Slovenia,S13,46.1512,14.9955,103,2078881,18/03/2020,275
Somalia,S14,5.1521,46.1996,25,15798020,18/03/2020,1
South Africa,S15,-30.5595,22.9375,49,59154802,18/03/2020,116
South Sudan,S17,6.877,31.307,18,11166783,18/03/2020,0
Spain,S18,40,-4,94,46751175,18/03/2020,13910
Sri Lanka,S19,7,81,341,21395196,18/03/2020,51
Sudan,S20,12.8628,30.2176,25,43632213,18/03/2020,2
Suriname,S21,3.9193,-56.0278,4,585561,18/03/2020,1
Sweden,S22,63,16,25,10086531,18/03/2020,1279
Switzerland,S23,46.8182,8.2275,219,8641786,18/03/2020,3028
Syria,S24,34.802075,38.996815,95,17410293,18/03/2020,0
Taiwan,T01,23.7,121,673,23808164,18/03/2020,100
Tajikistan,T02,38.861034,71.276093,68,9492342,18/03/2020,0
Tanzania,T03,-6.369,34.8888,67,59368313,18/03/2020,3
Thailand,T04,15,101,137,69764925,18/03/2020,212
Timor-Leste,T05,-8.874217,125.727539,89,1313184,18/03/2020,0
Togo,T06,8.6195,0.8248,152,8237580,18/03/2020,1
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,18/03/2020,7
Tunisia,T08,34,9,76,11793319,18/03/2020,29
Turkey,T09,38.9637,35.2433,110,84153250,18/03/2020,98
Uganda,U01,1,32,229,45427637,18/03/2020,0
Ukraine,U02,48.3794,31.1656,75,43785122,18/03/2020,14
United Arab Emirates,U03,24,54,118,9865845,18/03/2020,113
United Kingdom,U04,32.3078,-64.7505,281,67814098,18/03/2020,5467
Uruguay,U05,-32.5228,-55.7658,20,3471314,18/03/2020,79
US,U06,37.0902,-95.7129,36,330610570,18/03/2020,8917
Uzbekistan,U07,41.3775,64.5853,79,33368859,18/03/2020,15
Venezuela,V01,6.4238,-66.5897,32,28451828,18/03/2020,36
Vietnam,V02,16,108,314,97160127,18/03/2020,75
Western Sahara,W01,24.2155,-12.8858,2,594215,18/03/2020,0
Yemen,Y01,15.552727,48.516388,56,29687214,18/03/2020,0
Zambia,Z01,-15.4167,28.2833,25,18273379,18/03/2020,2
Zimbabwe,Z02,-20,30,38,14818157,18/03/2020,0
South Korea,S16,36,128,527,51260395,18/03/2020,8413
Grand,,,,,,18/03/2020,218231
Afghanistan,A01,33,65,60,38742911,19/03/2020,22
Albania,A02,41.1533,20.1683,105,2878420,19/03/2020,64
Algeria,A03,28.0339,1.6596,18,43685618,19/03/2020,87
Andorra,A04,42.5063,1.5218,164,77240,19/03/2020,53
Angola,A05,-11.2027,17.8739,26,32644783,19/03/2020,0
Antigua and Barbuda,A06,17.0608,-61.7964,223,97764,19/03/2020,1
Argentina,A07,-38.4161,-63.6167,17,45111229,19/03/2020,97
Armenia,A08,40.0691,45.0382,104,2962137,19/03/2020,115
Australia,A09,-35.4735,149.0124,3,25439164,19/03/2020,681
Austria,A10,47.5162,14.5501,109,8996022,19/03/2020,2013
Azerbaijan,A11,40.1431,47.5769,123,10120555,19/03/2020,44
Bahamas,B01,25.0343,-77.3963,39,392477,19/03/2020,3
Bahrain,B02,26.0275,50.55,2239,1688629,19/03/2020,278
Bangladesh,B03,23.685,90.3563,1265,164354176,19/03/2020,17
Barbados,B04,13.1939,-59.5432,668,287305,19/03/2020,5
Belarus,B05,53.7098,27.9534,47,9449940,19/03/2020,51
Belgium,B06,50.8333,4,383,11579477,19/03/2020,1795
Belize,B07,13.1939,-59.5432,17,396120,19/03/2020,0
Benin,B08,9.3077,2.3158,108,12055347,19/03/2020,2
Bhutan,B09,27.5142,90.4336,20,769867,19/03/2020,1
Bolivia,B10,-16.2902,-63.5887,11,11640159,19/03/2020,12
Bosnia and Herzegovina,B11,43.9159,17.6791,64,3284806,19/03/2020,63
Botswana,B12,-22.3285,24.6849,4,2341649,19/03/2020,0
Brazil,B13,-14.235,-51.9253,25,212253150,19/03/2020,621
Brunei,B14,4.5353,114.7277,83,436624,19/03/2020,75
Bulgaria,B15,42.7339,25.4858,64,6958627,19/03/2020,94
Burkina Faso,B16,12.2383,-1.5616,76,20780371,19/03/2020,33
Burundi,B17,-3.3731,29.9189,463,11814346,19/03/2020,0
Cabo Verde,C01,16.5388,-23.0418,138,554750,19/03/2020,0
Cambodia,C02,11.55,104.9167,95,16671185,19/03/2020,37
Cameroon,C03,3.848,11.5021,56,26405174,19/03/2020,13
Canada,C04,53.9333,-116.5765,4,37674770,19/03/2020,800
Central African Republic,C05,6.6111,20.9394,8,4812256,19/03/2020,1
Chad,C06,15.4542,18.7322,13,16324440,19/03/2020,1
Chile,C07,-35.6751,-71.543,26,19082804,19/03/2020,238
China,C08,31.8257,117.2264,153,1438207241,19/03/2020,81156
Colombia,C09,4.5709,-74.2973,46,50771878,19/03/2020,102
Comoros,C10,-11.6455,43.3333,467,865696,19/03/2020,0
Costa Rica,C12,9.7489,-83.7534,100,5084636,19/03/2020,69
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,19/03/2020,9
Croatia,C14,45.1,15.2,73,4110214,19/03/2020,105
Cuba,C15,22,-80,106,11327988,19/03/2020,11
Cyprus,C16,35.1264,33.4299,131,1205577,19/03/2020,67
Czechia,C17,49.8175,15.473,139,10705012,19/03/2020,694
Denmark,D01,61.8926,-6.9118,137,5788108,19/03/2020,1225
Djibouti,D02,11.8251,42.5903,43,985027,19/03/2020,1
Dominica,D03,15.415,-61.371,96,71950,19/03/2020,0
Dominican Republic,D04,18.7357,-70.1627,225,10825682,19/03/2020,34
Ecuador,E01,-1.8312,-78.1834,71,17587526,19/03/2020,199
Egypt,E02,26,30,103,101930276,19/03/2020,256
El Salvador,E03,13.7942,-88.8965,313,6479609,19/03/2020,1
Equatorial Guinea,E04,1.5,10,50,1392950,19/03/2020,6
Eritrea,E05,15.1794,39.7823,35,3536285,19/03/2020,0
Estonia,E06,58.5953,25.0136,31,1326357,19/03/2020,267
Eswatini,E07,-26.5225,31.4659,67,1157707,19/03/2020,1
Ethiopia,E08,9.145,40.4897,115,114357494,19/03/2020,6
Fiji,F01,-17.7134,178.065,49,895128,19/03/2020,1
Finland,F02,64,26,18,5539002,19/03/2020,400
France,F03,3.9339,-53.1258,119,65244628,19/03/2020,10970
Gabon,G01,-0.8037,11.6094,9,2214593,19/03/2020,1
Gambia,G02,13.4432,-15.3101,239,2402083,19/03/2020,1
Georgia,G03,42.3154,43.3569,57,3990681,19/03/2020,40
Germany,G04,51,9,240,83730223,19/03/2020,15320
Ghana,G05,7.9465,-1.0232,137,30936375,19/03/2020,11
Greece,G06,39.0742,21.8243,81,10433037,19/03/2020,418
Grenada,G07,12.1165,-61.679,331,112418,19/03/2020,0
Guatemala,G08,15.7835,-90.2308,167,17846248,19/03/2020,9
Guinea,G09,9.9456,-9.6966,53,13056478,19/03/2020,1
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,19/03/2020,0
Guyana,G11,5,-58.75,4,785788,19/03/2020,7
Haiti,H01,18.9712,-72.2852,414,11373955,19/03/2020,0
Holy See,H02,41.9029,12.4534,2003,801,19/03/2020,1
Honduras,H03,15.2,-86.2419,89,9871892,19/03/2020,12
Hungary,H04,47.1625,19.5033,107,9665192,19/03/2020,73
Iceland,I01,64.9631,-19.0208,3,340795,19/03/2020,330
India,I02,21,78,464,1377233523,19/03/2020,194
Indonesia,I03,-0.7893,113.9213,151,272931713,19/03/2020,311
Iran,I04,32,53,52,83771587,19/03/2020,18407
Iraq,I05,33,44,93,40031626,19/03/2020,192
Ireland,I06,53.1424,-7.6921,72,4926480,19/03/2020,557
Israel,I07,31,35,400,8627444,19/03/2020,427
Italy,I08,43,12,206,60479424,19/03/2020,41035
Jamaica,J01,18.1096,-77.2975,273,2958567,19/03/2020,15
Japan,J02,36,138,347,126552765,19/03/2020,924
Jordan,J03,31.24,36.51,115,10182442,19/03/2020,69
Kazakhstan,K01,48.0196,66.9237,7,18730568,19/03/2020,44
Kenya,K02,-0.0236,37.9062,94,53521116,19/03/2020,7
Kosovo,K03,42.602636,20.902977,159,1845000,19/03/2020,0
Kuwait,K04,29.5,47.75,240,4257495,19/03/2020,148
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,19/03/2020,3
Laos,L01,19.85627,102.495496,32,7253719,19/03/2020,0
Latvia,L02,56.8796,24.6032,30,1890218,19/03/2020,86
Lebanon,L03,33.8547,35.8623,667,6831445,19/03/2020,157
Lesotho,L04,-29.609988,28.233608,71,2138799,19/03/2020,0
Liberia,L05,6.4281,-9.4295,53,5032469,19/03/2020,2
Libya,L06,26.3351,17.228331,4,6852010,19/03/2020,0
Liechtenstein,L07,47.14,9.55,238,38106,19/03/2020,28
Lithuania,L08,55.1694,23.8813,43,2729553,19/03/2020,36
Luxembourg,L09,49.8153,6.1296,242,623861,19/03/2020,335
Madagascar,M01,-18.7669,46.8691,48,27539106,19/03/2020,0
Malawi,M02,-13.254308,34.301525,203,19024426,19/03/2020,0
Malaysia,M03,2.5,112.5,99,32280610,19/03/2020,900
Maldives,M04,3.2028,73.2207,1802,538558,19/03/2020,13
Mali,M05,17.570692,-3.996166,17,20125282,19/03/2020,0
Malta,M06,35.9375,14.3754,1380,441308,19/03/2020,53
Mauritania,M07,21.0079,10.9408,5,4623535,19/03/2020,2
Mauritius,M08,-20.2,57.5,626,1271347,19/03/2020,3
Mexico,M09,23.6345,-102.5528,66,128655589,19/03/2020,164
Moldova,M10,47.4116,28.3699,123,4035814,19/03/2020,49
Monaco,M11,43.7333,7.4167,26337,39186,19/03/2020,7
Mongolia,M12,46.8625,103.8467,2,3267320,19/03/2020,6
Montenegro,M13,42.5,19.3,47,628050,19/03/2020,3
Morocco,M14,31.7917,-7.0926,83,36820713,19/03/2020,63
Mozambique,M15,-18.665695,35.529562,40,31067362,19/03/2020,0
Namibia,N01,-22.9576,18.4904,3,2531290,19/03/2020,3
Nepal,N02,28.1667,84.25,203,29027347,19/03/2020,1
Netherlands,N03,12.5186,-70.0358,508,17127290,19/03/2020,2467
New Zealand,N04,-40.9006,174.886,18,4814272,19/03/2020,28
Nicaragua,N05,12.8654,-85.2072,55,6608366,19/03/2020,1
Niger,N06,17.6078,8.0817,19,24014064,19/03/2020,0
Nigeria,N07,9.082,8.6753,226,205052107,19/03/2020,8
North Macedonia,N08,41.6086,21.7453,83,2083391,19/03/2020,48
Norway,N09,60.472,8.4689,15,5412632,19/03/2020,1746
Oman,O01,21,57,16,5078933,19/03/2020,48
Pakistan,P01,30.3753,69.3451,287,219992900,19/03/2020,501
Panama,P02,8.538,-80.7821,58,4300667,19/03/2020,109
Papua New Guinea,P03,-6.315,143.9555,20,8911530,19/03/2020,0
Paraguay,P04,-23.4425,-58.4438,18,7114524,19/03/2020,11
Peru,P05,-9.19,-75.0152,26,32876986,19/03/2020,234
Philippines,P06,13,122,368,109280343,19/03/2020,217
Poland,P07,51.9194,19.1451,124,37854825,19/03/2020,355
Portugal,P08,39.3999,-8.2245,111,10202571,19/03/2020,785
Qatar,Q01,25.3548,51.1839,248,2870922,19/03/2020,460
Romania,R01,45.9432,24.9668,84,19262731,19/03/2020,277
Russia,R02,60,90,9,145922010,19/03/2020,199
Rwanda,R03,-1.9403,29.8739,525,12883878,19/03/2020,8
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,19/03/2020,0
Saint Lucia,S02,13.9094,-60.9789,301,183458,19/03/2020,2
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,19/03/2020,1
San Marino,S04,43.9424,12.4578,566,33917,19/03/2020,119
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,19/03/2020,0
Saudi Arabia,S06,24,45,16,34701377,19/03/2020,274
Senegal,S07,14.4974,-14.4524,87,16649599,19/03/2020,31
Serbia,S08,44.0165,21.0059,100,8744288,19/03/2020,103
Seychelles,S09,-4.6796,55.492,214,98224,19/03/2020,6
Sierra Leone,S10,8.460555,-11.779889,111,7942879,19/03/2020,0
Singapore,S11,1.2833,103.8333,8358,5840996,19/03/2020,345
Slovakia,S12,48.669,19.699,114,5459116,19/03/2020,123
Slovenia,S13,46.1512,14.9955,103,2078881,19/03/2020,286
Somalia,S14,5.1521,46.1996,25,15798020,19/03/2020,1
South Africa,S15,-30.5595,22.9375,49,59154802,19/03/2020,150
South Sudan,S17,6.877,31.307,18,11166783,19/03/2020,0
Spain,S18,40,-4,94,46751175,19/03/2020,17963
Sri Lanka,S19,7,81,341,21395196,19/03/2020,60
Sudan,S20,12.8628,30.2176,25,43632213,19/03/2020,2
Suriname,S21,3.9193,-56.0278,4,585561,19/03/2020,1
Sweden,S22,63,16,25,10086531,19/03/2020,1439
Switzerland,S23,46.8182,8.2275,219,8641786,19/03/2020,4075
Syria,S24,34.802075,38.996815,95,17410293,19/03/2020,0
Taiwan,T01,23.7,121,673,23808164,19/03/2020,108
Tajikistan,T02,38.861034,71.276093,68,9492342,19/03/2020,0
Tanzania,T03,-6.369,34.8888,67,59368313,19/03/2020,6
Thailand,T04,15,101,137,69764925,19/03/2020,272
Timor-Leste,T05,-8.874217,125.727539,89,1313184,19/03/2020,0
Togo,T06,8.6195,0.8248,152,8237580,19/03/2020,1
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,19/03/2020,9
Tunisia,T08,34,9,76,11793319,19/03/2020,39
Turkey,T09,38.9637,35.2433,110,84153250,19/03/2020,192
Uganda,U01,1,32,229,45427637,19/03/2020,0
Ukraine,U02,48.3794,31.1656,75,43785122,19/03/2020,16
United Arab Emirates,U03,24,54,118,9865845,19/03/2020,140
United Kingdom,U04,32.3078,-64.7505,281,67814098,19/03/2020,6533
Uruguay,U05,-32.5228,-55.7658,20,3471314,19/03/2020,94
US,U06,37.0902,-95.7129,36,330610570,19/03/2020,14157
Uzbekistan,U07,41.3775,64.5853,79,33368859,19/03/2020,23
Venezuela,V01,6.4238,-66.5897,32,28451828,19/03/2020,42
Vietnam,V02,16,108,314,97160127,19/03/2020,85
Western Sahara,W01,24.2155,-12.8858,2,594215,19/03/2020,0
Yemen,Y01,15.552727,48.516388,56,29687214,19/03/2020,0
Zambia,Z01,-15.4167,28.2833,25,18273379,19/03/2020,2
Zimbabwe,Z02,-20,30,38,14818157,19/03/2020,0
South Korea,S16,36,128,527,51260395,19/03/2020,8565
Grand,,,,,,19/03/2020,246132
Afghanistan,A01,33,65,60,38742911,20/03/2020,24
Albania,A02,41.1533,20.1683,105,2878420,20/03/2020,70
Algeria,A03,28.0339,1.6596,18,43685618,20/03/2020,90
Andorra,A04,42.5063,1.5218,164,77240,20/03/2020,75
Angola,A05,-11.2027,17.8739,26,32644783,20/03/2020,1
Antigua and Barbuda,A06,17.0608,-61.7964,223,97764,20/03/2020,1
Argentina,A07,-38.4161,-63.6167,17,45111229,20/03/2020,128
Armenia,A08,40.0691,45.0382,104,2962137,20/03/2020,136
Australia,A09,-35.4735,149.0124,3,25439164,20/03/2020,791
Austria,A10,47.5162,14.5501,109,8996022,20/03/2020,2388
Azerbaijan,A11,40.1431,47.5769,123,10120555,20/03/2020,44
Bahamas,B01,25.0343,-77.3963,39,392477,20/03/2020,3
Bahrain,B02,26.0275,50.55,2239,1688629,20/03/2020,285
Bangladesh,B03,23.685,90.3563,1265,164354176,20/03/2020,20
Barbados,B04,13.1939,-59.5432,668,287305,20/03/2020,5
Belarus,B05,53.7098,27.9534,47,9449940,20/03/2020,69
Belgium,B06,50.8333,4,383,11579477,20/03/2020,2257
Belize,B07,13.1939,-59.5432,17,396120,20/03/2020,0
Benin,B08,9.3077,2.3158,108,12055347,20/03/2020,2
Bhutan,B09,27.5142,90.4336,20,769867,20/03/2020,2
Bolivia,B10,-16.2902,-63.5887,11,11640159,20/03/2020,15
Bosnia and Herzegovina,B11,43.9159,17.6791,64,3284806,20/03/2020,89
Botswana,B12,-22.3285,24.6849,4,2341649,20/03/2020,0
Brazil,B13,-14.235,-51.9253,25,212253150,20/03/2020,793
Brunei,B14,4.5353,114.7277,83,436624,20/03/2020,78
Bulgaria,B15,42.7339,25.4858,64,6958627,20/03/2020,127
Burkina Faso,B16,12.2383,-1.5616,76,20780371,20/03/2020,40
Burundi,B17,-3.3731,29.9189,463,11814346,20/03/2020,0
Cabo Verde,C01,16.5388,-23.0418,138,554750,20/03/2020,1
Cambodia,C02,11.55,104.9167,95,16671185,20/03/2020,51
Cameroon,C03,3.848,11.5021,56,26405174,20/03/2020,20
Canada,C04,53.9333,-116.5765,4,37674770,20/03/2020,943
Central African Republic,C05,6.6111,20.9394,8,4812256,20/03/2020,3
Chad,C06,15.4542,18.7322,13,16324440,20/03/2020,1
Chile,C07,-35.6751,-71.543,26,19082804,20/03/2020,434
China,C08,31.8257,117.2264,153,1438207241,20/03/2020,81250
Colombia,C09,4.5709,-74.2973,46,50771878,20/03/2020,128
Comoros,C10,-11.6455,43.3333,467,865696,20/03/2020,0
Costa Rica,C12,9.7489,-83.7534,100,5084636,20/03/2020,89
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,20/03/2020,9
Croatia,C14,45.1,15.2,73,4110214,20/03/2020,128
Cuba,C15,22,-80,106,11327988,20/03/2020,16
Cyprus,C16,35.1264,33.4299,131,1205577,20/03/2020,67
Czechia,C17,49.8175,15.473,139,10705012,20/03/2020,833
Denmark,D01,61.8926,-6.9118,137,5788108,20/03/2020,1337
Djibouti,D02,11.8251,42.5903,43,985027,20/03/2020,1
Dominica,D03,15.415,-61.371,96,71950,20/03/2020,0
Dominican Republic,D04,18.7357,-70.1627,225,10825682,20/03/2020,72
Ecuador,E01,-1.8312,-78.1834,71,17587526,20/03/2020,367
Egypt,E02,26,30,103,101930276,20/03/2020,285
El Salvador,E03,13.7942,-88.8965,313,6479609,20/03/2020,1
Equatorial Guinea,E04,1.5,10,50,1392950,20/03/2020,6
Eritrea,E05,15.1794,39.7823,35,3536285,20/03/2020,0
Estonia,E06,58.5953,25.0136,31,1326357,20/03/2020,283
Eswatini,E07,-26.5225,31.4659,67,1157707,20/03/2020,1
Ethiopia,E08,9.145,40.4897,115,114357494,20/03/2020,9
Fiji,F01,-17.7134,178.065,49,895128,20/03/2020,1
Finland,F02,64,26,18,5539002,20/03/2020,450
France,F03,3.9339,-53.1258,119,65244628,20/03/2020,12758
Gabon,G01,-0.8037,11.6094,9,2214593,20/03/2020,3
Gambia,G02,13.4432,-15.3101,239,2402083,20/03/2020,1
Georgia,G03,42.3154,43.3569,57,3990681,20/03/2020,43
Germany,G04,51,9,240,83730223,20/03/2020,19848
Ghana,G05,7.9465,-1.0232,137,30936375,20/03/2020,16
Greece,G06,39.0742,21.8243,81,10433037,20/03/2020,495
Grenada,G07,12.1165,-61.679,331,112418,20/03/2020,0
Guatemala,G08,15.7835,-90.2308,167,17846248,20/03/2020,12
Guinea,G09,9.9456,-9.6966,53,13056478,20/03/2020,1
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,20/03/2020,0
Guyana,G11,5,-58.75,4,785788,20/03/2020,7
Haiti,H01,18.9712,-72.2852,414,11373955,20/03/2020,2
Holy See,H02,41.9029,12.4534,2003,801,20/03/2020,1
Honduras,H03,15.2,-86.2419,89,9871892,20/03/2020,24
Hungary,H04,47.1625,19.5033,107,9665192,20/03/2020,85
Iceland,I01,64.9631,-19.0208,3,340795,20/03/2020,409
India,I02,21,78,464,1377233523,20/03/2020,244
Indonesia,I03,-0.7893,113.9213,151,272931713,20/03/2020,369
Iran,I04,32,53,52,83771587,20/03/2020,19644
Iraq,I05,33,44,93,40031626,20/03/2020,208
Ireland,I06,53.1424,-7.6921,72,4926480,20/03/2020,683
Israel,I07,31,35,400,8627444,20/03/2020,529
Italy,I08,43,12,206,60479424,20/03/2020,47021
Jamaica,J01,18.1096,-77.2975,273,2958567,20/03/2020,16
Japan,J02,36,138,347,126552765,20/03/2020,963
Jordan,J03,31.24,36.51,115,10182442,20/03/2020,85
Kazakhstan,K01,48.0196,66.9237,7,18730568,20/03/2020,49
Kenya,K02,-0.0236,37.9062,94,53521116,20/03/2020,7
Kosovo,K03,42.602636,20.902977,159,1845000,20/03/2020,0
Kuwait,K04,29.5,47.75,240,4257495,20/03/2020,159
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,20/03/2020,6
Laos,L01,19.85627,102.495496,32,7253719,20/03/2020,0
Latvia,L02,56.8796,24.6032,30,1890218,20/03/2020,111
Lebanon,L03,33.8547,35.8623,667,6831445,20/03/2020,163
Lesotho,L04,-29.609988,28.233608,71,2138799,20/03/2020,0
Liberia,L05,6.4281,-9.4295,53,5032469,20/03/2020,2
Libya,L06,26.3351,17.228331,4,6852010,20/03/2020,0
Liechtenstein,L07,47.14,9.55,238,38106,20/03/2020,28
Lithuania,L08,55.1694,23.8813,43,2729553,20/03/2020,49
Luxembourg,L09,49.8153,6.1296,242,623861,20/03/2020,484
Madagascar,M01,-18.7669,46.8691,48,27539106,20/03/2020,3
Malawi,M02,-13.254308,34.301525,203,19024426,20/03/2020,0
Malaysia,M03,2.5,112.5,99,32280610,20/03/2020,1030
Maldives,M04,3.2028,73.2207,1802,538558,20/03/2020,13
Mali,M05,17.570692,-3.996166,17,20125282,20/03/2020,0
Malta,M06,35.9375,14.3754,1380,441308,20/03/2020,64
Mauritania,M07,21.0079,10.9408,5,4623535,20/03/2020,2
Mauritius,M08,-20.2,57.5,626,1271347,20/03/2020,12
Mexico,M09,23.6345,-102.5528,66,128655589,20/03/2020,203
Moldova,M10,47.4116,28.3699,123,4035814,20/03/2020,66
Monaco,M11,43.7333,7.4167,26337,39186,20/03/2020,11
Mongolia,M12,46.8625,103.8467,2,3267320,20/03/2020,6
Montenegro,M13,42.5,19.3,47,628050,20/03/2020,14
Morocco,M14,31.7917,-7.0926,83,36820713,20/03/2020,77
Mozambique,M15,-18.665695,35.529562,40,31067362,20/03/2020,0
Namibia,N01,-22.9576,18.4904,3,2531290,20/03/2020,3
Nepal,N02,28.1667,84.25,203,29027347,20/03/2020,1
Netherlands,N03,12.5186,-70.0358,508,17127290,20/03/2020,3003
New Zealand,N04,-40.9006,174.886,18,4814272,20/03/2020,39
Nicaragua,N05,12.8654,-85.2072,55,6608366,20/03/2020,1
Niger,N06,17.6078,8.0817,19,24014064,20/03/2020,1
Nigeria,N07,9.082,8.6753,226,205052107,20/03/2020,12
North Macedonia,N08,41.6086,21.7453,83,2083391,20/03/2020,67
Norway,N09,60.472,8.4689,15,5412632,20/03/2020,1914
Oman,O01,21,57,16,5078933,20/03/2020,48
Pakistan,P01,30.3753,69.3451,287,219992900,20/03/2020,730
Panama,P02,8.538,-80.7821,58,4300667,20/03/2020,137
Papua New Guinea,P03,-6.315,143.9555,20,8911530,20/03/2020,1
Paraguay,P04,-23.4425,-58.4438,18,7114524,20/03/2020,13
Peru,P05,-9.19,-75.0152,26,32876986,20/03/2020,234
Philippines,P06,13,122,368,109280343,20/03/2020,230
Poland,P07,51.9194,19.1451,124,37854825,20/03/2020,425
Portugal,P08,39.3999,-8.2245,111,10202571,20/03/2020,1020
Qatar,Q01,25.3548,51.1839,248,2870922,20/03/2020,470
Romania,R01,45.9432,24.9668,84,19262731,20/03/2020,308
Russia,R02,60,90,9,145922010,20/03/2020,253
Rwanda,R03,-1.9403,29.8739,525,12883878,20/03/2020,17
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,20/03/2020,0
Saint Lucia,S02,13.9094,-60.9789,301,183458,20/03/2020,2
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,20/03/2020,1
San Marino,S04,43.9424,12.4578,566,33917,20/03/2020,144
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,20/03/2020,0
Saudi Arabia,S06,24,45,16,34701377,20/03/2020,344
Senegal,S07,14.4974,-14.4524,87,16649599,20/03/2020,38
Serbia,S08,44.0165,21.0059,100,8744288,20/03/2020,135
Seychelles,S09,-4.6796,55.492,214,98224,20/03/2020,7
Sierra Leone,S10,8.460555,-11.779889,111,7942879,20/03/2020,0
Singapore,S11,1.2833,103.8333,8358,5840996,20/03/2020,385
Slovakia,S12,48.669,19.699,114,5459116,20/03/2020,137
Slovenia,S13,46.1512,14.9955,103,2078881,20/03/2020,341
Somalia,S14,5.1521,46.1996,25,15798020,20/03/2020,1
South Africa,S15,-30.5595,22.9375,49,59154802,20/03/2020,202
South Sudan,S17,6.877,31.307,18,11166783,20/03/2020,0
Spain,S18,40,-4,94,46751175,20/03/2020,20410
Sri Lanka,S19,7,81,341,21395196,20/03/2020,73
Sudan,S20,12.8628,30.2176,25,43632213,20/03/2020,2
Suriname,S21,3.9193,-56.0278,4,585561,20/03/2020,4
Sweden,S22,63,16,25,10086531,20/03/2020,1639
Switzerland,S23,46.8182,8.2275,219,8641786,20/03/2020,5294
Syria,S24,34.802075,38.996815,95,17410293,20/03/2020,0
Taiwan,T01,23.7,121,673,23808164,20/03/2020,135
Tajikistan,T02,38.861034,71.276093,68,9492342,20/03/2020,0
Tanzania,T03,-6.369,34.8888,67,59368313,20/03/2020,6
