Country,CountryCode,Lat,Long,Density,Population,Date,Count
Lesotho,L04,-29.609988,28.233608,71,2138799,12/04/2020,0
Liberia,L05,6.4281,-9.4295,53,5032469,12/04/2020,50
Libya,L06,26.3351,17.228331,4,6852010,12/04/2020,25
Liechtenstein,L07,47.14,9.55,238,38106,12/04/2020,79
Lithuania,L08,55.1694,23.8813,43,2729553,12/04/2020,1053
Luxembourg,L09,49.8153,6.1296,242,623861,12/04/2020,3281
Madagascar,M01,-18.7669,46.8691,48,27539106,12/04/2020,106
Malawi,M02,-13.254308,34.301525,203,19024426,12/04/2020,13
Malaysia,M03,2.5,112.5,99,32280610,12/04/2020,4683
Maldives,M04,3.2028,73.2207,1802,538558,12/04/2020,20
Mali,M05,17.570692,-3.996166,17,20125282,12/04/2020,105
Malta,M06,35.9375,14.3754,1380,441308,12/04/2020,378
Mauritania,M07,21.0079,10.9408,5,4623535,12/04/2020,7
Mauritius,M08,-20.2,57.5,626,1271347,12/04/2020,324
Mexico,M09,23.6345,-102.5528,66,128655589,12/04/2020,4661
Moldova,M10,47.4116,28.3699,123,4035814,12/04/2020,1662
Monaco,M11,43.7333,7.4167,26337,39186,12/04/2020,93
Mongolia,M12,46.8625,103.8467,2,3267320,12/04/2020,16
Montenegro,M13,42.5,19.3,47,628050,12/04/2020,272
Morocco,M14,31.7917,-7.0926,83,36820713,12/04/2020,1661
Mozambique,M15,-18.665695,35.529562,40,31067362,12/04/2020,21
Namibia,N01,-22.9576,18.4904,3,2531290,12/04/2020,16
Nepal,N02,28.1667,84.25,203,29027347,12/04/2020,12
Netherlands,N03,12.5186,-70.0358,508,17127290,12/04/2020,25746
New Zealand,N04,-40.9006,174.886,18,4814272,12/04/2020,1330
Nicaragua,N05,12.8654,-85.2072,55,6608366,12/04/2020,9
Niger,N06,17.6078,8.0817,19,24014064,12/04/2020,529
Nigeria,N07,9.082,8.6753,226,205052107,12/04/2020,323
North Macedonia,N08,41.6086,21.7453,83,2083391,12/04/2020,828
Norway,N09,60.472,8.4689,15,5412632,12/04/2020,6525
Oman,O01,21,57,16,5078933,12/04/2020,599
Pakistan,P01,30.3753,69.3451,287,219992900,12/04/2020,5496
Panama,P02,8.538,-80.7821,58,4300667,12/04/2020,3234
Papua New Guinea,P03,-6.315,143.9555,20,8911530,12/04/2020,2
Paraguay,P04,-23.4425,-58.4438,18,7114524,12/04/2020,134
Peru,P05,-9.19,-75.0152,26,32876986,12/04/2020,7519
Philippines,P06,13,122,368,109280343,12/04/2020,4648
Poland,P07,51.9194,19.1451,124,37854825,12/04/2020,6674
Portugal,P08,39.3999,-8.2245,111,10202571,12/04/2020,16585
Qatar,Q01,25.3548,51.1839,248,2870922,12/04/2020,2979
Romania,R01,45.9432,24.9668,84,19262731,12/04/2020,6300
Russia,R02,60,90,9,145922010,12/04/2020,15770
Rwanda,R03,-1.9403,29.8739,525,12883878,12/04/2020,126
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,12/04/2020,12
Saint Lucia,S02,13.9094,-60.9789,301,183458,12/04/2020,15
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,12/04/2020,12
San Marino,S04,43.9424,12.4578,566,33917,12/04/2020,356
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,12/04/2020,4
Saudi Arabia,S06,24,45,16,34701377,12/04/2020,4462
Senegal,S07,14.4974,-14.4524,87,16649599,12/04/2020,280
Serbia,S08,44.0165,21.0059,100,8744288,12/04/2020,3630
Seychelles,S09,-4.6796,55.492,214,98224,12/04/2020,11
Sierra Leone,S10,8.460555,-11.779889,111,7942879,12/04/2020,10
Singapore,S11,1.2833,103.8333,8358,5840996,12/04/2020,2532
Slovakia,S12,48.669,19.699,114,5459116,12/04/2020,742
Slovenia,S13,46.1512,14.9955,103,2078881,12/04/2020,1205
Somalia,S14,5.1521,46.1996,25,15798020,12/04/2020,25
South Africa,S15,-30.5595,22.9375,49,59154802,12/04/2020,2173
South Sudan,S17,6.877,31.307,18,11166783,12/04/2020,4
Spain,S18,40,-4,94,46751175,12/04/2020,166831
Sri Lanka,S19,7,81,341,21395196,12/04/2020,210
Sudan,S20,12.8628,30.2176,25,43632213,12/04/2020,19
Suriname,S21,3.9193,-56.0278,4,585561,12/04/2020,10
Sweden,S22,63,16,25,10086531,12/04/2020,10483
Switzerland,S23,46.8182,8.2275,219,8641786,12/04/2020,25415
Syria,S24,34.802075,38.996815,95,17410293,12/04/2020,25
Taiwan,T01,23.7,121,673,23808164,12/04/2020,388
Tajikistan,T02,38.861034,71.276093,68,9492342,12/04/2020,0
Tanzania,T03,-6.369,34.8888,67,59368313,12/04/2020,32
Thailand,T04,15,101,137,69764925,12/04/2020,2551
Timor-Leste,T05,-8.874217,125.727539,89,1313184,12/04/2020,2
Togo,T06,8.6195,0.8248,152,8237580,12/04/2020,76
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,12/04/2020,113
Tunisia,T08,34,9,76,11793319,12/04/2020,707
Turkey,T09,38.9637,35.2433,110,84153250,12/04/2020,56956
Uganda,U01,1,32,229,45427637,12/04/2020,54
Ukraine,U02,48.3794,31.1656,75,43785122,12/04/2020,2777
United Arab Emirates,U03,24,54,118,9865845,12/04/2020,4123
United Kingdom,U04,32.3078,-64.7505,281,67814098,12/04/2020,93812
Uruguay,U05,-32.5228,-55.7658,20,3471314,12/04/2020,480
US,U06,37.0902,-95.7129,36,330610570,12/04/2020,556522
Uzbekistan,U07,41.3775,64.5853,79,33368859,12/04/2020,865
Venezuela,V01,6.4238,-66.5897,32,28451828,12/04/2020,181
Vietnam,V02,16,108,314,97160127,12/04/2020,262
Western Sahara,W01,24.2155,-12.8858,2,594215,12/04/2020,6
Yemen,Y01,15.552727,48.516388,56,29687214,12/04/2020,1
Zambia,Z01,-15.4167,28.2833,25,18273379,12/04/2020,43
Zimbabwe,Z02,-20,30,38,14818157,12/04/2020,14
South Korea,S16,36,128,527,51260395,12/04/2020,10512
Grand,,,,,,12/04/2020,1843899
Afghanistan,A01,33,65,60,38742911,13/04/2020,665
Albania,A02,41.1533,20.1683,105,2878420,13/04/2020,467
Algeria,A03,28.0339,1.6596,18,43685618,13/04/2020,1983
Andorra,A04,42.5063,1.5218,164,77240,13/04/2020,646
Angola,A05,-11.2027,17.8739,26,32644783,13/04/2020,19
Antigua and Barbuda,A06,17.0608,-61.7964,223,97764,13/04/2020,23
Argentina,A07,-38.4161,-63.6167,17,45111229,13/04/2020,2208
Armenia,A08,40.0691,45.0382,104,2962137,13/04/2020,1039
Australia,A09,-35.4735,149.0124,3,25439164,13/04/2020,6351
Austria,A10,47.5162,14.5501,109,8996022,13/04/2020,14041
Azerbaijan,A11,40.1431,47.5769,123,10120555,13/04/2020,1148
Bahamas,B01,25.0343,-77.3963,39,392477,13/04/2020,47
Bahrain,B02,26.0275,50.55,2239,1688629,13/04/2020,1361
Bangladesh,B03,23.685,90.3563,1265,164354176,13/04/2020,803
Barbados,B04,13.1939,-59.5432,668,287305,13/04/2020,72
Belarus,B05,53.7098,27.9534,47,9449940,13/04/2020,2919
Belgium,B06,50.8333,4,383,11579477,13/04/2020,30589
Belize,B07,13.1939,-59.5432,17,396120,13/04/2020,18
Benin,B08,9.3077,2.3158,108,12055347,13/04/2020,35
Bhutan,B09,27.5142,90.4336,20,769867,13/04/2020,5
Bolivia,B10,-16.2902,-63.5887,11,11640159,13/04/2020,330
Bosnia and Herzegovina,B11,43.9159,17.6791,64,3284806,13/04/2020,1037
Botswana,B12,-22.3285,24.6849,4,2341649,13/04/2020,13
Brazil,B13,-14.235,-51.9253,25,212253150,13/04/2020,23430
Brunei,B14,4.5353,114.7277,83,436624,13/04/2020,136
Bulgaria,B15,42.7339,25.4858,64,6958627,13/04/2020,685
Burkina Faso,B16,12.2383,-1.5616,76,20780371,13/04/2020,497
Burundi,B17,-3.3731,29.9189,463,11814346,13/04/2020,5
Cabo Verde,C01,16.5388,-23.0418,138,554750,13/04/2020,10
Cambodia,C02,11.55,104.9167,95,16671185,13/04/2020,122
Cameroon,C03,3.848,11.5021,56,26405174,13/04/2020,820
Canada,C04,53.9333,-116.5765,4,37674770,13/04/2020,25680
Central African Republic,C05,6.6111,20.9394,8,4812256,13/04/2020,11
Chad,C06,15.4542,18.7322,13,16324440,13/04/2020,23
Chile,C07,-35.6751,-71.543,26,19082804,13/04/2020,7525
China,C08,31.8257,117.2264,153,1438207241,13/04/2020,83213
Colombia,C09,4.5709,-74.2973,46,50771878,13/04/2020,2852
Comoros,C10,-11.6455,43.3333,467,865696,13/04/2020,0
Costa Rica,C12,9.7489,-83.7534,100,5084636,13/04/2020,612
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,13/04/2020,626
Croatia,C14,45.1,15.2,73,4110214,13/04/2020,1650
Cuba,C15,22,-80,106,11327988,13/04/2020,726
Cyprus,C16,35.1264,33.4299,131,1205577,13/04/2020,662
Czechia,C17,49.8175,15.473,139,10705012,13/04/2020,6059
Denmark,D01,61.8926,-6.9118,137,5788108,13/04/2020,6513
Djibouti,D02,11.8251,42.5903,43,985027,13/04/2020,298
Dominica,D03,15.415,-61.371,96,71950,13/04/2020,16
Dominican Republic,D04,18.7357,-70.1627,225,10825682,13/04/2020,3167
Ecuador,E01,-1.8312,-78.1834,71,17587526,13/04/2020,7529
Egypt,E02,26,30,103,101930276,13/04/2020,2190
El Salvador,E03,13.7942,-88.8965,313,6479609,13/04/2020,137
Equatorial Guinea,E04,1.5,10,50,1392950,13/04/2020,21
Eritrea,E05,15.1794,39.7823,35,3536285,13/04/2020,34
Estonia,E06,58.5953,25.0136,31,1326357,13/04/2020,1332
Eswatini,E07,-26.5225,31.4659,67,1157707,13/04/2020,15
Ethiopia,E08,9.145,40.4897,115,114357494,13/04/2020,74
Fiji,F01,-17.7134,178.065,49,895128,13/04/2020,16
Finland,F02,64,26,18,5539002,13/04/2020,3064
France,F03,3.9339,-53.1258,119,65244628,13/04/2020,125394
Gabon,G01,-0.8037,11.6094,9,2214593,13/04/2020,57
Gambia,G02,13.4432,-15.3101,239,2402083,13/04/2020,9
Georgia,G03,42.3154,43.3569,57,3990681,13/04/2020,272
Germany,G04,51,9,240,83730223,13/04/2020,130072
Ghana,G05,7.9465,-1.0232,137,30936375,13/04/2020,566
Greece,G06,39.0742,21.8243,81,10433037,13/04/2020,2145
Grenada,G07,12.1165,-61.679,331,112418,13/04/2020,14
Guatemala,G08,15.7835,-90.2308,167,17846248,13/04/2020,156
Guinea,G09,9.9456,-9.6966,53,13056478,13/04/2020,319
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,13/04/2020,38
Guyana,G11,5,-58.75,4,785788,13/04/2020,45
Haiti,H01,18.9712,-72.2852,414,11373955,13/04/2020,40
Holy See,H02,41.9029,12.4534,2003,801,13/04/2020,8
Honduras,H03,15.2,-86.2419,89,9871892,13/04/2020,397
Hungary,H04,47.1625,19.5033,107,9665192,13/04/2020,1458
Iceland,I01,64.9631,-19.0208,3,340795,13/04/2020,1711
India,I02,21,78,464,1377233523,13/04/2020,10453
Indonesia,I03,-0.7893,113.9213,151,272931713,13/04/2020,4557
Iran,I04,32,53,52,83771587,13/04/2020,73303
Iraq,I05,33,44,93,40031626,13/04/2020,1378
Ireland,I06,53.1424,-7.6921,72,4926480,13/04/2020,10647
Israel,I07,31,35,400,8627444,13/04/2020,11586
Italy,I08,43,12,206,60479424,13/04/2020,159516
Jamaica,J01,18.1096,-77.2975,273,2958567,13/04/2020,73
Japan,J02,36,138,347,126552765,13/04/2020,7370
Jordan,J03,31.24,36.51,115,10182442,13/04/2020,391
Kazakhstan,K01,48.0196,66.9237,7,18730568,13/04/2020,1091
Kenya,K02,-0.0236,37.9062,94,53521116,13/04/2020,208
Kosovo,K03,42.602636,20.902977,159,1845000,13/04/2020,283
Kuwait,K04,29.5,47.75,240,4257495,13/04/2020,1300
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,13/04/2020,419
Laos,L01,19.85627,102.495496,32,7253719,13/04/2020,19
Latvia,L02,56.8796,24.6032,30,1890218,13/04/2020,655
Lebanon,L03,33.8547,35.8623,667,6831445,13/04/2020,632
Lesotho,L04,-29.609988,28.233608,71,2138799,13/04/2020,0
Liberia,L05,6.4281,-9.4295,53,5032469,13/04/2020,59
Libya,L06,26.3351,17.228331,4,6852010,13/04/2020,26
Liechtenstein,L07,47.14,9.55,238,38106,13/04/2020,79
Lithuania,L08,55.1694,23.8813,43,2729553,13/04/2020,1062
Luxembourg,L09,49.8153,6.1296,242,623861,13/04/2020,3292
Madagascar,M01,-18.7669,46.8691,48,27539106,13/04/2020,106
Malawi,M02,-13.254308,34.301525,203,19024426,13/04/2020,16
Malaysia,M03,2.5,112.5,99,32280610,13/04/2020,4817
Maldives,M04,3.2028,73.2207,1802,538558,13/04/2020,20
Mali,M05,17.570692,-3.996166,17,20125282,13/04/2020,123
Malta,M06,35.9375,14.3754,1380,441308,13/04/2020,384
Mauritania,M07,21.0079,10.9408,5,4623535,13/04/2020,7
Mauritius,M08,-20.2,57.5,626,1271347,13/04/2020,324
Mexico,M09,23.6345,-102.5528,66,128655589,13/04/2020,5014
Moldova,M10,47.4116,28.3699,123,4035814,13/04/2020,1712
Monaco,M11,43.7333,7.4167,26337,39186,13/04/2020,93
Mongolia,M12,46.8625,103.8467,2,3267320,13/04/2020,17
Montenegro,M13,42.5,19.3,47,628050,13/04/2020,274
Morocco,M14,31.7917,-7.0926,83,36820713,13/04/2020,1763
Mozambique,M15,-18.665695,35.529562,40,31067362,13/04/2020,21
Namibia,N01,-22.9576,18.4904,3,2531290,13/04/2020,16
Nepal,N02,28.1667,84.25,203,29027347,13/04/2020,14
Netherlands,N03,12.5186,-70.0358,508,17127290,13/04/2020,26710
New Zealand,N04,-40.9006,174.886,18,4814272,13/04/2020,1349
Nicaragua,N05,12.8654,-85.2072,55,6608366,13/04/2020,9
Niger,N06,17.6078,8.0817,19,24014064,13/04/2020,529
Nigeria,N07,9.082,8.6753,226,205052107,13/04/2020,343
North Macedonia,N08,41.6086,21.7453,83,2083391,13/04/2020,854
Norway,N09,60.472,8.4689,15,5412632,13/04/2020,6603
Oman,O01,21,57,16,5078933,13/04/2020,727
Pakistan,P01,30.3753,69.3451,287,219992900,13/04/2020,5837
Panama,P02,8.538,-80.7821,58,4300667,13/04/2020,3400
Papua New Guinea,P03,-6.315,143.9555,20,8911530,13/04/2020,2
Paraguay,P04,-23.4425,-58.4438,18,7114524,13/04/2020,147
Peru,P05,-9.19,-75.0152,26,32876986,13/04/2020,9784
Philippines,P06,13,122,368,109280343,13/04/2020,4932
Poland,P07,51.9194,19.1451,124,37854825,13/04/2020,6934
Portugal,P08,39.3999,-8.2245,111,10202571,13/04/2020,16934
Qatar,Q01,25.3548,51.1839,248,2870922,13/04/2020,3231
Romania,R01,45.9432,24.9668,84,19262731,13/04/2020,6633
Russia,R02,60,90,9,145922010,13/04/2020,18328
Rwanda,R03,-1.9403,29.8739,525,12883878,13/04/2020,127
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,13/04/2020,12
Saint Lucia,S02,13.9094,-60.9789,301,183458,13/04/2020,15
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,13/04/2020,12
San Marino,S04,43.9424,12.4578,566,33917,13/04/2020,356
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,13/04/2020,4
Saudi Arabia,S06,24,45,16,34701377,13/04/2020,4934
Senegal,S07,14.4974,-14.4524,87,16649599,13/04/2020,291
Serbia,S08,44.0165,21.0059,100,8744288,13/04/2020,4054
Seychelles,S09,-4.6796,55.492,214,98224,13/04/2020,11
Sierra Leone,S10,8.460555,-11.779889,111,7942879,13/04/2020,10
Singapore,S11,1.2833,103.8333,8358,5840996,13/04/2020,2918
Slovakia,S12,48.669,19.699,114,5459116,13/04/2020,769
Slovenia,S13,46.1512,14.9955,103,2078881,13/04/2020,1212
Somalia,S14,5.1521,46.1996,25,15798020,13/04/2020,60
South Africa,S15,-30.5595,22.9375,49,59154802,13/04/2020,2272
South Sudan,S17,6.877,31.307,18,11166783,13/04/2020,4
Spain,S18,40,-4,94,46751175,13/04/2020,170099
Sri Lanka,S19,7,81,341,21395196,13/04/2020,217
Sudan,S20,12.8628,30.2176,25,43632213,13/04/2020,29
Suriname,S21,3.9193,-56.0278,4,585561,13/04/2020,10
Sweden,S22,63,16,25,10086531,13/04/2020,10948
Switzerland,S23,46.8182,8.2275,219,8641786,13/04/2020,25688
Syria,S24,34.802075,38.996815,95,17410293,13/04/2020,25
Taiwan,T01,23.7,121,673,23808164,13/04/2020,393
Tajikistan,T02,38.861034,71.276093,68,9492342,13/04/2020,0
Tanzania,T03,-6.369,34.8888,67,59368313,13/04/2020,49
Thailand,T04,15,101,137,69764925,13/04/2020,2579
Timor-Leste,T05,-8.874217,125.727539,89,1313184,13/04/2020,4
Togo,T06,8.6195,0.8248,152,8237580,13/04/2020,77
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,13/04/2020,113
Tunisia,T08,34,9,76,11793319,13/04/2020,726
Turkey,T09,38.9637,35.2433,110,84153250,13/04/2020,61049
Uganda,U01,1,32,229,45427637,13/04/2020,54
Ukraine,U02,48.3794,31.1656,75,43785122,13/04/2020,3102
United Arab Emirates,U03,24,54,118,9865845,13/04/2020,4521
United Kingdom,U04,32.3078,-64.7505,281,67814098,13/04/2020,98017
Uruguay,U05,-32.5228,-55.7658,20,3471314,13/04/2020,483
US,U06,37.0902,-95.7129,36,330610570,13/04/2020,581813
Uzbekistan,U07,41.3775,64.5853,79,33368859,13/04/2020,998
Venezuela,V01,6.4238,-66.5897,32,28451828,13/04/2020,189
Vietnam,V02,16,108,314,97160127,13/04/2020,265
Western Sahara,W01,24.2155,-12.8858,2,594215,13/04/2020,6
Yemen,Y01,15.552727,48.516388,56,29687214,13/04/2020,1
Zambia,Z01,-15.4167,28.2833,25,18273379,13/04/2020,45
Zimbabwe,Z02,-20,30,38,14818157,13/04/2020,17
South Korea,S16,36,128,527,51260395,13/04/2020,10537
Grand,,,,,,13/04/2020,1913791
Afghanistan,A01,33,65,60,38742911,14/04/2020,714
Albania,A02,41.1533,20.1683,105,2878420,14/04/2020,475
Algeria,A03,28.0339,1.6596,18,43685618,14/04/2020,2070
Andorra,A04,42.5063,1.5218,164,77240,14/04/2020,659
Angola,A05,-11.2027,17.8739,26,32644783,14/04/2020,19
Antigua and Barbuda,A06,17.0608,-61.7964,223,97764,14/04/2020,23
Argentina,A07,-38.4161,-63.6167,17,45111229,14/04/2020,2277
Armenia,A08,40.0691,45.0382,104,2962137,14/04/2020,1067
Australia,A09,-35.4735,149.0124,3,25439164,14/04/2020,6415
Austria,A10,47.5162,14.5501,109,8996022,14/04/2020,14226
Azerbaijan,A11,40.1431,47.5769,123,10120555,14/04/2020,1197
Bahamas,B01,25.0343,-77.3963,39,392477,14/04/2020,49
Bahrain,B02,26.0275,50.55,2239,1688629,14/04/2020,1528
Bangladesh,B03,23.685,90.3563,1265,164354176,14/04/2020,1012
Barbados,B04,13.1939,-59.5432,668,287305,14/04/2020,72
Belarus,B05,53.7098,27.9534,47,9449940,14/04/2020,3281
Belgium,B06,50.8333,4,383,11579477,14/04/2020,31119
Belize,B07,13.1939,-59.5432,17,396120,14/04/2020,18
Benin,B08,9.3077,2.3158,108,12055347,14/04/2020,35
Bhutan,B09,27.5142,90.4336,20,769867,14/04/2020,5
Bolivia,B10,-16.2902,-63.5887,11,11640159,14/04/2020,354
Bosnia and Herzegovina,B11,43.9159,17.6791,64,3284806,14/04/2020,1083
Botswana,B12,-22.3285,24.6849,4,2341649,14/04/2020,13
Brazil,B13,-14.235,-51.9253,25,212253150,14/04/2020,25262
Brunei,B14,4.5353,114.7277,83,436624,14/04/2020,136
Bulgaria,B15,42.7339,25.4858,64,6958627,14/04/2020,713
Burkina Faso,B16,12.2383,-1.5616,76,20780371,14/04/2020,528
Burundi,B17,-3.3731,29.9189,463,11814346,14/04/2020,5
Cabo Verde,C01,16.5388,-23.0418,138,554750,14/04/2020,11
Cambodia,C02,11.55,104.9167,95,16671185,14/04/2020,122
Cameroon,C03,3.848,11.5021,56,26405174,14/04/2020,848
Canada,C04,53.9333,-116.5765,4,37674770,14/04/2020,27035
Central African Republic,C05,6.6111,20.9394,8,4812256,14/04/2020,11
Chad,C06,15.4542,18.7322,13,16324440,14/04/2020,23
Chile,C07,-35.6751,-71.543,26,19082804,14/04/2020,7917
China,C08,31.8257,117.2264,153,1438207241,14/04/2020,83306
Colombia,C09,4.5709,-74.2973,46,50771878,14/04/2020,2979
Comoros,C10,-11.6455,43.3333,467,865696,14/04/2020,0
Costa Rica,C12,9.7489,-83.7534,100,5084636,14/04/2020,618
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,14/04/2020,638
Croatia,C14,45.1,15.2,73,4110214,14/04/2020,1704
Cuba,C15,22,-80,106,11327988,14/04/2020,766
Cyprus,C16,35.1264,33.4299,131,1205577,14/04/2020,695
Czechia,C17,49.8175,15.473,139,10705012,14/04/2020,6111
Denmark,D01,61.8926,-6.9118,137,5788108,14/04/2020,6706
Djibouti,D02,11.8251,42.5903,43,985027,14/04/2020,363
Dominica,D03,15.415,-61.371,96,71950,14/04/2020,16
Dominican Republic,D04,18.7357,-70.1627,225,10825682,14/04/2020,3286
Ecuador,E01,-1.8312,-78.1834,71,17587526,14/04/2020,7603
Egypt,E02,26,30,103,101930276,14/04/2020,2350
El Salvador,E03,13.7942,-88.8965,313,6479609,14/04/2020,149
Equatorial Guinea,E04,1.5,10,50,1392950,14/04/2020,41
Eritrea,E05,15.1794,39.7823,35,3536285,14/04/2020,34
Estonia,E06,58.5953,25.0136,31,1326357,14/04/2020,1373
Eswatini,E07,-26.5225,31.4659,67,1157707,14/04/2020,15
Ethiopia,E08,9.145,40.4897,115,114357494,14/04/2020,82
Fiji,F01,-17.7134,178.065,49,895128,14/04/2020,16
Finland,F02,64,26,18,5539002,14/04/2020,3161
France,F03,3.9339,-53.1258,119,65244628,14/04/2020,130365
Gabon,G01,-0.8037,11.6094,9,2214593,14/04/2020,57
Gambia,G02,13.4432,-15.3101,239,2402083,14/04/2020,9
Georgia,G03,42.3154,43.3569,57,3990681,14/04/2020,300
Germany,G04,51,9,240,83730223,14/04/2020,131359
Ghana,G05,7.9465,-1.0232,137,30936375,14/04/2020,636
Greece,G06,39.0742,21.8243,81,10433037,14/04/2020,2170
Grenada,G07,12.1165,-61.679,331,112418,14/04/2020,14
Guatemala,G08,15.7835,-90.2308,167,17846248,14/04/2020,167
Guinea,G09,9.9456,-9.6966,53,13056478,14/04/2020,363
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,14/04/2020,38
Guyana,G11,5,-58.75,4,785788,14/04/2020,47
Haiti,H01,18.9712,-72.2852,414,11373955,14/04/2020,40
Holy See,H02,41.9029,12.4534,2003,801,14/04/2020,8
Honduras,H03,15.2,-86.2419,89,9871892,14/04/2020,407
Hungary,H04,47.1625,19.5033,107,9665192,14/04/2020,1512
Iceland,I01,64.9631,-19.0208,3,340795,14/04/2020,1720
India,I02,21,78,464,1377233523,14/04/2020,11487
Indonesia,I03,-0.7893,113.9213,151,272931713,14/04/2020,4839
Iran,I04,32,53,52,83771587,14/04/2020,74877
Iraq,I05,33,44,93,40031626,14/04/2020,1400
Ireland,I06,53.1424,-7.6921,72,4926480,14/04/2020,11479
Israel,I07,31,35,400,8627444,14/04/2020,12046
Italy,I08,43,12,206,60479424,14/04/2020,162488
Jamaica,J01,18.1096,-77.2975,273,2958567,14/04/2020,73
Japan,J02,36,138,347,126552765,14/04/2020,7645
Jordan,J03,31.24,36.51,115,10182442,14/04/2020,397
Kazakhstan,K01,48.0196,66.9237,7,18730568,14/04/2020,1232
Kenya,K02,-0.0236,37.9062,94,53521116,14/04/2020,216
Kosovo,K03,42.602636,20.902977,159,1845000,14/04/2020,387
Kuwait,K04,29.5,47.75,240,4257495,14/04/2020,1355
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,14/04/2020,430
Laos,L01,19.85627,102.495496,32,7253719,14/04/2020,19
Latvia,L02,56.8796,24.6032,30,1890218,14/04/2020,657
Lebanon,L03,33.8547,35.8623,667,6831445,14/04/2020,641
Lesotho,L04,-29.609988,28.233608,71,2138799,14/04/2020,0
Liberia,L05,6.4281,-9.4295,53,5032469,14/04/2020,59
Libya,L06,26.3351,17.228331,4,6852010,14/04/2020,35
Liechtenstein,L07,47.14,9.55,238,38106,14/04/2020,79
Lithuania,L08,55.1694,23.8813,43,2729553,14/04/2020,1070
Luxembourg,L09,49.8153,6.1296,242,623861,14/04/2020,3307
Madagascar,M01,-18.7669,46.8691,48,27539106,14/04/2020,108
Malawi,M02,-13.254308,34.301525,203,19024426,14/04/2020,16
Malaysia,M03,2.5,112.5,99,32280610,14/04/2020,4987
Maldives,M04,3.2028,73.2207,1802,538558,14/04/2020,20
Mali,M05,17.570692,-3.996166,17,20125282,14/04/2020,144
Malta,M06,35.9375,14.3754,1380,441308,14/04/2020,393
Mauritania,M07,21.0079,10.9408,5,4623535,14/04/2020,7
Mauritius,M08,-20.2,57.5,626,1271347,14/04/2020,324
Mexico,M09,23.6345,-102.5528,66,128655589,14/04/2020,5399
Moldova,M10,47.4116,28.3699,123,4035814,14/04/2020,1934
Monaco,M11,43.7333,7.4167,26337,39186,14/04/2020,93
Mongolia,M12,46.8625,103.8467,2,3267320,14/04/2020,30
Montenegro,M13,42.5,19.3,47,628050,14/04/2020,283
Morocco,M14,31.7917,-7.0926,83,36820713,14/04/2020,1888
Mozambique,M15,-18.665695,35.529562,40,31067362,14/04/2020,28
Namibia,N01,-22.9576,18.4904,3,2531290,14/04/2020,16
Nepal,N02,28.1667,84.25,203,29027347,14/04/2020,16
Netherlands,N03,12.5186,-70.0358,508,17127290,14/04/2020,27580
New Zealand,N04,-40.9006,174.886,18,4814272,14/04/2020,1366
Nicaragua,N05,12.8654,-85.2072,55,6608366,14/04/2020,9
Niger,N06,17.6078,8.0817,19,24014064,14/04/2020,570
Nigeria,N07,9.082,8.6753,226,205052107,14/04/2020,373
North Macedonia,N08,41.6086,21.7453,83,2083391,14/04/2020,908
Norway,N09,60.472,8.4689,15,5412632,14/04/2020,6623
Oman,O01,21,57,16,5078933,14/04/2020,813
Pakistan,P01,30.3753,69.3451,287,219992900,14/04/2020,6383
Panama,P02,8.538,-80.7821,58,4300667,14/04/2020,3472
Papua New Guinea,P03,-6.315,143.9555,20,8911530,14/04/2020,2
Paraguay,P04,-23.4425,-58.4438,18,7114524,14/04/2020,159
Peru,P05,-9.19,-75.0152,26,32876986,14/04/2020,10303
Philippines,P06,13,122,368,109280343,14/04/2020,5223
Poland,P07,51.9194,19.1451,124,37854825,14/04/2020,7202
Portugal,P08,39.3999,-8.2245,111,10202571,14/04/2020,17448
Qatar,Q01,25.3548,51.1839,248,2870922,14/04/2020,3428
Romania,R01,45.9432,24.9668,84,19262731,14/04/2020,6879
Russia,R02,60,90,9,145922010,14/04/2020,21102
Rwanda,R03,-1.9403,29.8739,525,12883878,14/04/2020,134
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,14/04/2020,14
Saint Lucia,S02,13.9094,-60.9789,301,183458,14/04/2020,15
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,14/04/2020,12
San Marino,S04,43.9424,12.4578,566,33917,14/04/2020,371
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,14/04/2020,4
Saudi Arabia,S06,24,45,16,34701377,14/04/2020,5369
Senegal,S07,14.4974,-14.4524,87,16649599,14/04/2020,299
Serbia,S08,44.0165,21.0059,100,8744288,14/04/2020,4465
Seychelles,S09,-4.6796,55.492,214,98224,14/04/2020,11
